name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Tragic Banshee,{4}{B},5.0,Creature — Spirit,"Morbid — When this creature enters, target creature an opponent controls gets -1/-1 until end of turn. If a creature died this turn, that creature gets -13/-13 until end of turn instead.",B,B,uncommon,FDN,Foundations,73,5,3,,,Morbid,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Trained Arynx,{1}{W},2.0,Creature — Cat Beast Mount,"Whenever this creature attacks while saddled, it gains first strike until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)
Saddle 2 (Tap any number of other creatures you control with total power 2 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",W,W,common,OTJ,Outlaws of Thunder Junction,36,3,1,,,Saddle;Scry,scry;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Transcendent Archaic,{7},7.0,Creature — Avatar,"Vigilance
Converge — When this creature enters, you may draw X cards, where X is the number of colors of mana spent to cast this spell. If you draw one or more cards this way, discard two cards.",,,uncommon,SOS,Secrets of Strixhaven,5,6,6,,,Vigilance;Converge,draw;vigilance,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Transdimensional Bovine,{2}{G},3.0,Creature — Ox Avatar,"Flying
{T}: Add two mana of any one color.",G,G,rare,TMT,Teenage Mutant Ninja Turtles,274,0,4,,"B,G,R,U,W",Flying,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Transit Mage,{2}{U},3.0,Creature — Human Wizard,"When this creature enters, you may search your library for an artifact card with mana value 4 or 5, reveal it, put it into your hand, then shuffle.",U,U,uncommon,DFT,Aetherdrift,70,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Traveling Botanist,{1}{G},2.0,Creature — Dog Scout,"Whenever this creature becomes tapped, look at the top card of your library. If it's a land card, you may reveal it and put it into your hand. If you don't put the card into your hand, you may put it into your graveyard.",G,G,uncommon,TDM,Tarkir: Dragonstorm,164,2,3,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Traveling Chocobo,{2}{G},3.0,Creature — Bird,"You may look at the top card of your library any time.
You may play lands and cast Bird spells from the top of your library.
If a land or Bird you control entering the battlefield causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.",G,G,mythic,FIN,Final Fantasy,551c,3,2,,,,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Treasure Dredger,{1}{B},2.0,Creature — Human Rogue,"{1}, {T}, Pay 1 life: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",B,B,uncommon,OTJ,Outlaws of Thunder Junction,110,2,2,,"B,G,R,U,W",Treasure,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Treeguard Duo,{3}{G},4.0,Creature — Frog Rabbit,"When this creature enters, until end of turn, target creature you control gains vigilance and gets +X/+X, where X is the number of creatures you control.",G,G,common,BLB,Bloomburrow,200,3,4,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Treetop Freedom Fighters,{2}{R},3.0,Creature — Human Rebel Ally,"Haste
When this creature enters, create a 1/1 white Ally creature token.",R,R,common,TLA,Avatar: The Last Airbender,156,2,1,,,Haste,haste;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Treetop Sentries,{3}{G},4.0,Creature — Squirrel Archer,"Reach
When this creature enters, you may forage. If you do, draw a card. (To forage, exile three cards from your graveyard or sacrifice a Food.)",G,G,common,BLB,Bloomburrow,201,2,4,,,Forage;Reach,draw;reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Treetop Snarespinner,{3}{G},4.0,Creature — Spider,"Reach (This creature can block creatures with flying.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
{2}{G}: Put a +1/+1 counter on target creature you control. Activate only as a sorcery.",G,G,common,FDN,Foundations,114,1,4,,,Reach;Deathtouch,deathtouch;pump;reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Tributary Vaulter,{2}{W},3.0,Creature — Merfolk Warrior,"Flying
Whenever this creature becomes tapped, another target Merfolk you control gets +2/+0 until end of turn.",W,W,common,ECL,Lorwyn Eclipsed,40,1,3,,,Flying,flying;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Triceraton Commander,{X}{X}{W}{W},2.0,Creature — Dinosaur Soldier,"Flying
Whenever this creature attacks, Dinosaurs you control other than this creature get +1/+1 and gain flying until end of turn.
When this creature enters, create X 2/2 white Dinosaur Soldier creature tokens.",W,W,mythic,TMT,Teenage Mutant Ninja Turtles,25,2,2,,,Flying,flying;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Trostani, Three Whispers",{G}{G/W}{W},3.0,Legendary Creature — Dryad,"{1}{G}: Target creature gains deathtouch until end of turn.
{G/W}: Target creature gains vigilance until end of turn.
{2}{W}: Target creature gains double strike until end of turn.","G,W","G,W",mythic,MKM,Murders at Karlov Manor,388,4,4,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Troublemaker Ouphe,{1}{G},2.0,Creature — Ouphe,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)
When this creature enters, if it was bargained, exile target artifact or enchantment an opponent controls.",G,G,common,WOE,Wilds of Eldraine,194,2,2,,,Bargain,removal;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
"Troyan, Gutsy Explorer",{1}{G}{U},3.0,Legendary Creature — Vedalken Scout,"{T}: Add {G}{U}. Spend this mana only to cast spells with mana value 5 or greater or spells with {X} in their mana costs.
{U}, {T}: Draw a card, then discard a card.","G,U","G,U",uncommon,SOC,Secrets of Strixhaven Commander,334,1,3,,"G,U",,draw;ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Trumpeting Carnosaur,{4}{R}{R},6.0,Creature — Dinosaur,"Trample
When this creature enters, discover 5.
{2}{R}, Discard this card: It deals 3 damage to target creature or planeswalker.",R,R,rare,LCI,The Lost Caverns of Ixalan,324,7,6,,,Discover;Trample,trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Trygon Predator,{1}{G}{U},3.0,Creature — Beast,"Flying
Whenever this creature deals combat damage to a player, you may destroy target artifact or enchantment that player controls.","G,U","G,U",uncommon,C20,Commander 2020,232,2,3,,,Flying,flying;removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
"Trystan, Callous Cultivator // Trystan, Penitent Culler",,3.0,Legendary Creature — Elf Druid // Legendary Creature — Elf Warlock,,,"B,G",rare,ECL,Lorwyn Eclipsed,199,,,,,Transform;Mill;Deathtouch,deathtouch,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Tuinvale Guide,{3}{W},4.0,Creature — Faerie Scout,"Flying
Celebration — This creature gets +1/+0 and has lifelink as long as two or more nonland permanents entered the battlefield under your control this turn.",W,W,common,WOE,Wilds of Eldraine,36,2,3,,,Flying;Celebration,flying;lifegain;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Tunnel Rats,{1}{B},2.0,Creature — Rat,{4}{B}: Return this card from your graveyard to the battlefield tapped.,B,B,common,TMT,Teenage Mutant Ninja Turtles,84,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Tunnel Surveyor,{2}{U},3.0,Creature — Human Detective,"When this creature enters, create a 1/1 white Glimmer enchantment creature token.",U,U,common,DSK,Duskmourn: House of Horror,76,2,2,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Tunnel Tipster,{1}{G},2.0,Creature — Mole Scout,"At the beginning of your end step, if a face-down creature entered the battlefield under your control this turn, put a +1/+1 counter on this creature.
{T}: Add {G}.",G,G,common,MKM,Murders at Karlov Manor,180,1,1,,G,,pump;ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Turncoat Kunoichi,{2}{W},3.0,Creature — Mutant Ninja Fox,"Sneak {2}{W}{B} (You may cast this spell for {2}{W}{B} if you also return an unblocked attacker you control to hand during the declare blockers step. It enters tapped and attacking.)
When this creature enters, choose target creature an opponent controls. Exile that creature until this creature leaves the battlefield. If this creature's sneak cost was paid, instead exile the chosen creature.",W,"B,W",rare,TMT,Teenage Mutant Ninja Turtles,26,3,2,,,Sneak,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Turtle-Duck,{G},1.0,Creature — Turtle Bird,"{3}: Until end of turn, this creature has base power 4 and gains trample.",G,G,common,TLA,Avatar: The Last Airbender,200,0,4,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Twilight Diviner,{2}{B},3.0,Creature — Elf Cleric,"When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
Whenever one or more other creatures you control enter, if they entered or were cast from a graveyard, create a token that's a copy of one of them. This ability triggers only once each turn.",B,B,rare,ECL,Lorwyn Eclipsed,315,3,3,,,Surveil,surveil;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Twinblade Paladin,{3}{W},4.0,Creature — Human Knight,"Whenever you gain life, put a +1/+1 counter on this creature.
As long as you have 25 or more life, this creature has double strike. (It deals both first-strike and regular combat damage.)",W,W,uncommon,PLST,The List,M20-285,3,3,,,,lifegain;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Twinflame Travelers,{2}{U}{R},4.0,Creature — Elemental Sorcerer,"Flying
If a triggered ability of another Elemental you control triggers, it triggers an additional time.","R,U","R,U",uncommon,ECL,Lorwyn Eclipsed,248,3,3,,,Flying,flying;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Twinflame Tyrant,{3}{R}{R},5.0,Creature — Dragon,"Flying
If a source you control would deal damage to an opponent or a permanent an opponent controls, it deals double that damage instead.",R,R,mythic,FDN,Foundations,469,3,5,,,Flying,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Twining Twins // Swift Spiral,{2}{U}{U} // {1}{W},4.0,Creature — Faerie Wizard // Instant — Adventure,,U,"U,W",rare,WOE,Wilds of Eldraine,240,4,4,,,Flying;Vigilance;Ward,flying;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Twinmaw Stormbrood // Charring Bite,{5}{W} // {1}{R},6.0,Creature — Dragon // Sorcery — Omen,,W,"R,W",uncommon,TDM,Tarkir: Dragonstorm,232,5,4,,,Flying,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Twisted Sewer-Witch,{3}{B}{B},5.0,Creature — Human Warlock,"When this creature enters, create a 1/1 black Rat creature token with ""This creature can't block."" Then for each Rat you control, create a Wicked Role token attached to that Rat. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1. When this token is put into a graveyard, each opponent loses 1 life.)",B,B,uncommon,WOE,Wilds of Eldraine,114,3,4,,,Role token,pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Twitching Doll,{1}{G},2.0,Artifact Creature — Spider Toy,"{T}: Add one mana of any color. Put a nest counter on this creature.
{T}, Sacrifice this creature: Create a 2/2 green Spider creature token with reach for each counter on this creature. Activate only as a sorcery.",G,G,rare,DSK,Duskmourn: House of Horror,384,2,2,,"B,G,R,U,W",,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Two-Headed Hunter // Twice the Rage,{4}{R} // {1}{R},5.0,Creature — Giant // Instant — Adventure,,R,R,uncommon,WOE,Wilds of Eldraine,155,5,4,,,Menace,menace,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"Ty Lee, Artful Acrobat",{2}{R},3.0,Legendary Creature — Human Performer,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Ty Lee attacks, you may pay {1}. When you do, target creature can't block this turn.",R,R,uncommon,TLA,Avatar: The Last Airbender,158,3,2,,,Prowess,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Ty Lee, Chi Blocker",{2}{U},3.0,Legendary Creature — Human Performer Ally,"Flash
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Ty Lee enters, tap up to one target creature. It doesn't untap during its controller's untap step for as long as you control Ty Lee.",U,U,rare,TLA,Avatar: The Last Airbender,76,2,1,,,Prowess;Flash,flash;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Tyrox, Saurid Tyrant",{1}{R},2.0,Legendary Creature — Dinosaur Warrior,,R,R,uncommon,DFT,Aetherdrift,149,4,1,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Tyvar, the Pummeler",{1}{G}{G},3.0,Legendary Creature — Elf Warrior,"Tap another untapped creature you control: Tyvar gains indestructible until end of turn. Tap it.
{3}{G}{G}: Creatures you control get +X/+X until end of turn, where X is the greatest power among creatures you control.",G,G,mythic,DSK,Duskmourn: House of Horror,353,3,3,,,,protection;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
